Applied Voltage: 1.5
;Applied Duration: 10.0
;Creator: Ivan;
Label: RESISTOR;
Composition: Minerals?;
Date: Tue Jul 10 12:16:36 2018;
Light Intensity: N/A;
Scan type: APPLIED VOLTAGE;
Pixel: N/A;
Voltage/ V, Current/ A, Time/ s;
1.499938,0.003254825,7.103724;
1.499937,0.003254825,7.186326;
1.499937,0.003254828,7.268917;
1.499938,0.003254833,7.351501;
1.499937,0.003254831,7.434087;
1.499938,0.003254835,7.516687;
1.499936,0.003254837,7.599272;
1.499937,0.003254841,7.681871;
1.499936,0.003254841,7.764477;
1.499937,0.003254847,7.847086;
1.499936,0.003254848,7.929701;
1.499937,0.003254847,8.012306;
1.499936,0.003254849,8.094907;
1.499937,0.003254853,8.177526;
1.499937,0.003254854,8.26013;
1.499937,0.003254858,8.342739;
1.499938,0.003254864,8.42535;
1.499937,0.00325486,8.507954;
1.499937,0.003254865,8.590565;
1.499937,0.003254865,8.673181;
1.499938,0.003254873,8.755788;
1.499937,0.003254869,8.838391;
1.499936,0.00325487,8.921001;
1.499936,0.003254873,9.003602;
1.499935,0.003254872,9.086204;
1.499937,0.00325488,9.168818;
1.499938,0.003254882,9.251418;
1.499937,0.00325488,9.334021;
1.162588e-05,-1.142917e-08,9.334021;
8.534189e-06,-1.80756e-08,9.416648;
6.230359e-06,-2.298781e-08,9.499253;
5.060567e-06,-2.652796e-08,9.581845;
2.828325e-06,-2.941593e-08,9.664456;
1.670487e-06,-3.146064e-08,9.747057999999999;
1.87337e-06,-3.288731e-08,9.829673;
1.013905e-06,-3.409036e-08,9.912272999999999;
5.602487e-07,-3.488623e-08,9.994873;
-1.559674e-07,-3.544232e-08,10.077474;
-6.045593e-08,-3.582238e-08,10.16008;
8.276402e-08,-3.620748e-08,10.242684;
-1.321168e-07,-3.656277e-08,10.325289999999999;
-7.421477e-10,-3.676662e-08,10.407884;
-7.288909e-07,-3.698353e-08,10.490475;
-5.737384e-07,-3.69424e-08,10.573062;
-8.244315e-07,-3.707362e-08,10.655674;
-4.901885e-07,-3.716201e-08,10.738288;
-5.856855e-07,-3.722073e-08,10.820878;
-4.901958e-07,-3.721749e-08,10.903479;
-3.827445e-07,-3.721059e-08,10.986073;
-7.646668e-07,-3.724525e-08,11.06866;
1.12268e-08,-3.712432e-08,11.151267;
-3.230962e-07,-3.718438e-08,11.233858;
-8.363568e-07,-3.72499e-08,11.316476;
-4.42451e-07,-3.732937e-08,11.39908;
-4.901449e-07,-3.729276e-08,11.481679;
-9.556752e-07,-3.729505e-08,11.564271;
-8.601855e-07,-3.719903e-08,11.646882;
-8.602365e-07,-3.716644e-08,11.729498;
-5.856709e-07,-3.701037e-08,11.812088;
-5.140464e-07,-3.704027e-08,11.89468;
-8.243878e-07,-3.704725e-08,11.977271;
-7.408526e-07,-3.700116e-08,12.059879;
-1.003398e-06,-3.695362e-08,12.142472999999999;
-8.482457e-07,-3.6938e-08,12.225086000000001;
-3.230089e-07,-3.694001e-08,12.307679;
-5.617694e-07,-3.689604e-08,12.390277;
-4.782851e-07,-3.687923e-08,12.472875;
-8.602437e-07,-3.688166e-08,12.555484;
-5.737384e-07,-3.676661e-08,12.638084;
-1.13478e-06,-3.682074e-08,12.720682;
-2.275774e-07,-3.681702e-08,12.803273;
-6.214395e-07,-3.689795e-08,12.885868;
-9.915311e-07,-3.68469e-08,12.968468;
5.894253e-08,-3.688442e-08,13.051068;
-3.946989e-07,-3.701645e-08,13.133656;
-8.0053e-07,-3.697197e-08,13.21626;
-9.557043e-07,-3.708318e-08,13.298864;
-7.16951e-07,-3.713886e-08,13.381483;
-4.304893e-07,-3.711091e-08,13.464095;
-1.087014e-06,-3.701576e-08,13.546686000000001;
-7.289127e-07,-3.6961e-08,13.629302;
-3.230671e-07,-3.694393e-08,13.711913;
-6.334158e-07,-3.698287e-08,13.794516999999999;
-8.124844e-07,-3.69249e-08,13.877122;
-4.901449e-07,-3.69377e-08,13.959724;
-4.66338e-07,-3.699772e-08,14.04233;
-1.0273e-06,-3.701323e-08,14.124931;
-4.78205e-07,-3.695166e-08,14.207535;
-7.885756e-07,-3.697136e-08,14.290127;
-9.796131e-07,-3.681808e-08,14.372713000000001;
-7.050476e-07,-3.675153e-08,14.455317;
-4.782269e-07,-3.685029e-08,14.537923;
-9.557116e-07,-3.68368e-08,14.620522999999999;
-1.678927e-07,-3.686635e-08,14.703144;
-8.721399e-07,-3.699388e-08,14.785734999999999;
-8.363349e-07,-3.698266e-08,14.86833;
-6.214686e-07,-3.689475e-08,14.950946;
-3.469031e-07,-3.68894e-08,15.033539000000001;
-8.243878e-07,-3.696936e-08,15.116138;
-4.424146e-07,-3.700576e-08,15.198758999999999;
-4.901449e-07,-3.713681e-08,15.28135;
-1.206346e-06,-3.717603e-08,15.363944;
-6.691698e-07,-3.715328e-08,15.446556000000001;
-9.07974e-07,-3.727452e-08,15.529150999999999;
-6.334158e-07,-3.733229e-08,15.611740000000001;
-1.445092e-06,-3.726678e-08,15.694348;
-5.737311e-07,-3.713658e-08,15.776964;
-1.110886e-06,-3.717759e-08,15.859555;
-1.075045e-06,-3.710991e-08,15.942160999999999;
-7.885828e-07,-3.704665e-08,16.02476;
-6.930131e-07,-3.705175e-08,16.107357999999998;
-7.234485e-08,-3.702474e-08,16.189976;
-9.079595e-07,-3.710373e-08,16.272573;
-2.394881e-07,-3.708548e-08,16.35517;
-8.124771e-07,-3.713502e-08,16.437764;
-8.602365e-07,-3.702866e-08,16.520357;
-8.243733e-07,-3.701404e-08,16.602953;
-5.25979e-07,-3.701415e-08,16.685568;
-5.260154e-07,-3.695753e-08,16.768164;
-8.483039e-07,-3.69072e-08,16.850753;
-8.482893e-07,-3.68622e-08,16.933355;
-3.947061e-07,-3.685253e-08,17.015956;
-7.766866e-07,-3.688425e-08,17.098541;
-5.140464e-07,-3.695323e-08,17.181144;
-4.066387e-07,-3.693431e-08,17.263736;
-6.692135e-07,-3.69982e-08,17.346335;
-9.437863e-07,-3.701223e-08,17.428931;
-6.334303e-07,-3.702156e-08,17.511526;
-9.438081e-07,-3.705112e-08,17.594151;
-5.379407e-07,-3.700499e-08,17.676759;
-5.021357e-07,-3.705424e-08,17.759365000000003;
-6.095652e-07,-3.70835e-08,17.841959;
-7.647322e-07,-3.716432e-08,17.924573000000002;
-9.079668e-07,-3.709325e-08,18.007173;
-1.039269e-06,-3.69967e-08,18.08977;
-9.078867e-07,-3.705449e-08,18.172375000000002;
-2.633387e-07,-3.692767e-08,18.254987;
-5.498732e-07,-3.698871e-08,18.337576;
-1.087057e-06,-3.711722e-08,18.420181;
-6.931077e-07,-3.715939e-08,18.502785;
-1.146713e-06,-3.717224e-08,18.585387;
-1.170571e-06,-3.711733e-08,18.667994;
-7.169947e-07,-3.701506e-08,18.750612;
-3.349996e-07,-3.69444e-08,18.833209;
-6.811533e-07,-3.694267e-08,18.915799999999997;
